GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
55	rs7742369	6	34439569	rs7757419	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	6p21.31	PACSIN1	PACSIN1			29993			rs7757419-T	rs7757419	0	7757419	intron_variant	0	0.1856	3E-7	6.522878745280337	(EA, women)	0.0333	[0.021-0.046] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
55	rs7742369	6	34439569	rs7757419	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index (joint analysis main effects and physical activity interaction)	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	6p21.31	PACSIN1	PACSIN1			29993			rs7757419-?	rs7757419	0	7757419	intron_variant	0	NR	1E-6	6.0	(EA, women)			Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
55	rs7742369	6	34439569	rs7757419	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index (joint analysis main effects and physical activity interaction)	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	6p21.31	PACSIN1	PACSIN1			29993			rs7757419-?	rs7757419	0	7757419	intron_variant	0	NR	2E-7	6.698970004336019	(EA)			Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
55	rs7742369	6	34439569	rs7757419	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index in physically active individuals	1,957 African American women, 1,773 Filipino ancestry women, 305 Indian ancestry women, 67,609 European ancestry women, 1,206 African American men, 2,029 Indian ancestry men, 43,399 European ancestry men, at least 4,819 European ancestry individuals	4,807 African American women, 12,347 European ancestry women, 265 African American men, 14,540 European ancestry men	6p21.31	PACSIN1	PACSIN1			29993			rs7757419-T	rs7757419	0	7757419	intron_variant	0	0.1856	2E-6	5.698970004336019	(EA)	0.027	[0.016-0.038] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
55	rs7742369	6	34439569	rs7757419	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index in physically active individuals	1,957 African American women, 1,773 Filipino ancestry women, 305 Indian ancestry women, 67,609 European ancestry women, 1,206 African American men, 2,029 Indian ancestry men, 43,399 European ancestry men, at least 4,819 European ancestry individuals	4,807 African American women, 12,347 European ancestry women, 265 African American men, 14,540 European ancestry men	6p21.31	PACSIN1	PACSIN1			29993			rs7757419-T	rs7757419	0	7757419	intron_variant	0	0.18710000000000004	9E-6	5.045757490560675	(EA,women)	0.032	[0.018-0.046] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
55	rs9348981	6	35402785	rs4713858	2008-07-01	18391951	Gudbjartsson DF	2008-04-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18391951	Many sequence variants affecting diversity of adult human height.	Height	30,968 European ancestry individuals	8,541 European ancestry individuals	6p21.31	ANKS1A, TCP11, ZNF76, DEF6, SCUBE3	PPARD - MKRN6P	5467	23610		6817	11202	rs4713858-G	rs4713858	0	4713858	intergenic_variant	1	0.86	4E-8	7.3979400086720375		6.8	[4.45-9.15] % s.d. increase	Affymetrix, Illumina [up to 304226]	N
55	rs9348981	6	35517390	rs9800506	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Neutrophil percentage of granulocytes	170,672 European ancestry individuals	NA	6p21.31	RP3-340B19.3	LOC101929309			101929309			rs9800506-T	rs9800506	0	9800506	downstream_gene_variant	0	0.3856	7E-9	8.154901959985743		0.02130869	[0.014-0.029] unit increase	Affymetrix [~ 2500000] (imputed)	N
55	rs9348981	6	35717043	rs2766547	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Eosinophil percentage of granulocytes	170,536 European ancestry individuals	NA	6p21.31	ARMC12	ARMC12 - LOC100652794	221481	100652794		353	16675	rs2766547-A	rs2766547	0	2766547	downstream_gene_variant	1	0.5102	4E-9	8.397940008672037		0.02136286	[0.014-0.028] unit decrease	Affymetrix [~ 2500000] (imputed)	N
56	rs116965441	6	88133315	rs6912958	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Monocyte percentage of white cells	170,494 European ancestry individuals	NA	6q15	C6ORF165, C6orf165	C6orf165			154313			rs6912958-A	rs6912958	0	6912958	intron_variant	0	0.5731	1E-9	9.0		0.02185332	[0.015-0.029] unit increase	Affymetrix [~ 2500000] (imputed)	N
57	rs9451179	6	89918638	rs13215566	2016-12-13	27020472	Fan Q	2016-03-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27020472	Meta-analysis of gene-environment-wide association scans accounting for education level identifies additional loci for refractive error.	Spherical equivalent (joint analysis main effects and education interaction)	2,604 Erasmus Rucphen population isolate individuals, 456 Sardinian population isolate individuals, 36,976 European ancestry individuals, 5,971 East Asian ancestry individuals, 2,256 Malay ancestry individuals, 2,088 Indian ancestry individuals	NA	6q15	GABRR1	GABRR1			2569			rs13215566-C	rs13215566	0	13215566	intron_variant	0	0.94	4E-8	7.3979400086720375	(Asian ancestry)			Affymetrix, Illumina [up to 7331415] (imputed)	N
58	rs9322826	6	105406274	rs17065417	2012-11-02	22941191	Diskin SJ	2012-09-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22941191	Common variation at 6q16 within HACE1 and LIN28B influences susceptibility to neuroblastoma.	Neuroblastoma	2,101 European ancestry cases, 4,202 European ancestry controls	351 European ancestry cases, 780 European ancestry controls, 365 African American cases, 2,491 African American controls	6q16.3	LIN28B	LIN28B			389421			rs17065417-A	rs17065417	0	17065417	intron_variant	0	0.89	1E-8	8.0		1.38	[1.23-1.54]	Illumina [426697]	N
58	rs9322826	6	105406274	rs17065417	2017-08-11	28545128	McDaniel LD	2017-05-18	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28545128	Common variants upstream of MLF1 at 3q25 and within CPZ at 4p16 associated with neuroblastoma.	Sporadic neuroblastoma	2,101 European ancestry child cases, 4,202 European ancestry controls	365 African American child cases, 2,491 African American controls, 427 European ancestry cases, 783 European ancestry controls, 371 cases, 1,122 controls	6q16.3	LIN28B	LIN28B			389421			rs17065417-C	rs17065417	0	17065417	intron_variant	0	0.9	5E-9	8.301029995663981	(European American, conditioned on rs72990858)	1.4285715	[1.25-1.67]	Illumina [7968453] (imputed)	N
58	rs9322826	6	105443189	rs364663	2013-09-21	23667675	Tanikawa C	2013-05-07	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23667675	Genome wide association study of age at menarche in the Japanese population.	Menarche (age at onset)	15,495 Japanese ancestry females	NA	6q16.3	LIN28B	LIN28B			389421			rs364663-A	rs364663	0	364663	intron_variant	0	0.72	5E-7	6.301029995663981		0.089	[0.054-0.124] year decrease	Illumina [2310762] (imputed)	N
59	rs10872027	6	109285189	rs2273669	2013-09-16	23535732	Eeles RA	2013-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23535732	Identification of 23 new prostate cancer susceptibility loci using the iCOGS custom genotyping array.	Prostate cancer	11,085 European ancestry cases, 11,463 European ancestry controls	19,662 European ancestry cases, 19,715 European ancestry controls	6q21	LACE1, LINC0022, LINC00222, ARMC2, SESN1, CEP57L1, FOXO3	ARMC2			84071			rs2273669-G	rs2273669	0	2273669	intron_variant	0	0.15	8E-9	8.096910013008056		1.07	[1.03-1.11]	Illumina [~ 2600000] (imputed)	N
59	rs10872027	6	109304058	rs11153147	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Mean corpuscular volume	172,433 European ancestry individuals	NA	6q21	SESN1	ARMC2			84071			rs11153147-G	rs11153147	0	11153147	downstream_gene_variant	0	0.119	3E-23	22.522878745280337		0.05415462	[0.043-0.065] unit decrease	Affymetrix [~ 2500000] (imputed)	N
61	rs1415701	6	130345835	rs1415701	2013-09-12	23563607	Berndt SI	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563607	Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.	Height	8,097 European ancestry tall individuals, 8,099 European ancestry short individuals	4,872 European ancestry tall individuals, 4,831 European ancestry short individuals	6q23.1	L3MBTL3	L3MBTL3			84456			rs1415701-G	rs1415701	0	1415701	intron_variant	0	0.73	5E-13	12.301029995663981		1.19	[NR]	Affymetrix, Illumina [~ 2800000] (imputed)	N
61	rs1415701	6	130345835	rs1415701	2015-07-15	25429064	He M	2014-11-26	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25429064	Meta-analysis of genome-wide association studies of adult height in East Asians identifies 17 novel loci.	Height	36,227 East Asian ancestry individuals	57,699 East Asian ancestry individuals	6q23.1	L3MBTL3	L3MBTL3			84456			rs1415701-A	rs1415701	0	1415701	intron_variant	0	0.39	1E-24	24.0		0.056	[0.044-0.068] unit decrease	Affymetrix, Illumina [2704730] (imputed)	N
61	rs1415701	6	130345835	rs1415701	2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	6q23.1	L3MBTL3	L3MBTL3			84456			rs1415701-G	rs1415701	0	1415701	intron_variant	0	0.73	4E-11	10.397940008672037		0.027	[0.019-0.035] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N
61	rs6569646	6	130349119	rs6569648	2012-10-24	20881960	Lango Allen H	2010-09-29	Nature	www.ncbi.nlm.nih.gov/pubmed/20881960	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	Height	133,653 European ancestry individuals	50,074 European ancestry individuals	6q23.1	L3MBTL3	L3MBTL3			84456			rs6569648-T	rs6569648	0	6569648	intron_variant	0	0.76	1E-21	21.0		0.04	[NR] unit decrease	Affymetrix, Illumina [2834208] (imputed)	N
61	rs6569646	6	130349119	rs6569648	2016-01-27	25673413	Locke AE	2015-02-12	Nature	www.ncbi.nlm.nih.gov/pubmed/25673413	Genetic studies of body mass index yield new insights for obesity biology.	Body mass index	up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals	up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychelles male individuals, 287 Seychelles female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals	6q23.1	L3MBTL3	L3MBTL3			84456			rs6569648-C	rs6569648	0	6569648	intron_variant	0	0.232	2E-6	5.698970004336019		0.017	[0.0099-0.0237] kg/m2 increase	Affymetrix, Illumina [2550021]	N
61	rs6569646	6	130349119	rs6569648	2016-01-27	25673413	Locke AE	2015-02-12	Nature	www.ncbi.nlm.nih.gov/pubmed/25673413	Genetic studies of body mass index yield new insights for obesity biology.	Body mass index	up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals	up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychelles male individuals, 287 Seychelles female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals	6q23.1	L3MBTL3	L3MBTL3			84456			rs6569648-C	rs6569648	0	6569648	intron_variant	0	0.235	3E-6	5.522878745280337	(EA)	0.017	[0.0099-0.0241] kg/m2 increase	Affymetrix, Illumina [2550021]	N
61	rs6569646	6	130349119	rs6569648	2016-01-27	25673413	Locke AE	2015-02-12	Nature	www.ncbi.nlm.nih.gov/pubmed/25673413	Genetic studies of body mass index yield new insights for obesity biology.	Body mass index	up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals	up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychelles male individuals, 287 Seychelles female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals	6q23.1	L3MBTL3	L3MBTL3			84456			rs6569648-C	rs6569648	0	6569648	intron_variant	0	0.235	5E-6	5.301029995663981	(EA, men)	0.022	[0.013-0.031] kg/m2 increase	Affymetrix, Illumina [2550021]	N
61	rs6569646	6	130349119	rs6569648	2017-05-23	25673412	Shungin D	2015-02-12	Nature	www.ncbi.nlm.nih.gov/pubmed/25673412	New genetic loci link adipose and insulin biology to body fat distribution.	Hip circumference	up to 56,910 European ancestry men, up to 86,570 European ancestry women	up to 36,570 European ancestry men, 30,172 European ancestry women, 915 Filipino ancestry men, 735 Filipino ancestry women, 2,351 African American/Afro-Caribbean ancestry men, 6,258 African American/Afro-Caribbean ancestry women, 2,285 South Asian ancestry men, 506 South Asian ancestry women, 195 Seychellois ancestry men, 266 Seychellois ancestry women	6q23.1	L3MBTL3	L3MBTL3			84456			rs6569648-T	rs6569648	0	6569648	intron_variant	0	0.766	1E-9	9.0	(EA, men)	0.0351	[0.024-0.046] unit decrease	Affymetrix, Illumina, Perlegen [up to 2542447] (imputed)	N
61	rs6569646	6	130349119	rs6569648	2017-05-23	25673412	Shungin D	2015-02-12	Nature	www.ncbi.nlm.nih.gov/pubmed/25673412	New genetic loci link adipose and insulin biology to body fat distribution.	Hip circumference	up to 56,910 European ancestry men, up to 86,570 European ancestry women	up to 36,570 European ancestry men, 30,172 European ancestry women, 915 Filipino ancestry men, 735 Filipino ancestry women, 2,351 African American/Afro-Caribbean ancestry men, 6,258 African American/Afro-Caribbean ancestry women, 2,285 South Asian ancestry men, 506 South Asian ancestry women, 195 Seychellois ancestry men, 266 Seychellois ancestry women	6q23.1	L3MBTL3	L3MBTL3			84456			rs6569648-T	rs6569648	0	6569648	intron_variant	0	0.766	7E-12	11.154901959985743	(EA)	0.029	[0.021-0.037] unit decrease	Affymetrix, Illumina, Perlegen [up to 2542447] (imputed)	N
61	rs6569646	6	130349119	rs6569648	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Lymphocyte counts	171,643 European ancestry individuals	NA	6q23.1	L3MBTL3	L3MBTL3			84456			rs6569648-T	rs6569648	0	6569648	intron_variant	0	0.7582	2E-10	9.698970004336019		0.02674544	[0.019-0.035] unit increase	Affymetrix [~ 2500000] (imputed)	N
